map
	ez_stream
	2.64020,-8.68578,-13.75681,15.39930,37.35004,345.80000,0.00000,-4.73544,-13.09469,19.58969,0,0,1,0,0,0,
	2.64626,-8.68578,-13.75681,15.39930,36.95005,346.10000,0.00000,-4.73544,-13.09469,19.58969,0,0,1,0,0,0,
	2.65146,-8.68578,-13.75681,15.39930,36.60004,346.40000,0.00000,-4.73544,-13.09469,19.58969,0,0,1,0,0,0,
	2.65782,-8.77488,-14.01210,15.80114,35.95005,346.90000,0.00000,-4.45507,-12.76478,20.09216,0,0,1,0,0,0,
	2.66231,-8.77488,-14.01210,15.80114,35.65004,347.20000,0.00000,-4.45507,-12.76478,20.09216,0,0,1,0,0,0,
	2.67061,-8.77488,-14.01210,15.80114,34.90005,347.80000,0.00000,-4.45507,-12.76478,20.09216,0,0,1,0,0,0,
	2.67552,-8.85774,-14.25977,16.21312,34.40005,348.25000,0.00000,-4.14286,-12.38330,20.59890,0,0,1,0,0,0,
	2.68077,-8.85774,-14.25977,16.21312,34.00005,348.60000,0.00000,-4.14286,-12.38330,20.59890,0,0,1,0,0,0,
	2.68875,-8.85774,-14.25977,16.21312,33.35004,349.15000,0.00000,-4.14286,-12.38330,20.59890,0,0,1,0,0,0,
	2.69192,-8.85774,-14.25977,16.21312,33.10004,349.35000,0.00000,-4.14286,-12.38330,20.59890,0,0,1,0,0,0,
	2.69476,-8.93347,-14.49839,16.63539,32.75005,349.60000,0.00000,-3.78659,-11.93091,21.11350,0,0,1,0,0,0,
	2.70374,-8.93347,-14.49839,16.63539,32.00004,350.20000,0.00000,-3.78659,-11.93091,21.11350,0,0,1,0,0,0,
	2.70774,-8.93347,-14.49839,16.63539,31.65005,350.45000,0.00000,-3.78659,-11.93091,21.11350,0,0,1,0,0,0,
	2.71312,-9.00232,-14.72814,17.06716,31.15004,350.85000,0.00000,-3.44230,-11.48781,21.58860,0,0,1,0,0,0,
	2.71945,-9.00232,-14.72814,17.06716,30.60005,351.30000,0.00000,-3.44230,-11.48781,21.58860,0,0,1,0,0,0,
	2.72542,-9.00232,-14.72814,17.06716,30.05005,351.65000,0.00000,-3.44230,-11.48781,21.58860,0,0,1,0,0,0,
	2.73813,-9.06409,-14.94861,17.50799,28.90005,352.50000,0.00000,-3.08880,-11.02345,22.04139,0,0,1,0,0,0,
	2.74311,-9.06409,-14.94861,17.50799,28.45005,352.80000,0.00000,-3.08880,-11.02345,22.04139,0,0,1,0,0,0,
	2.74684,-9.06409,-14.94861,17.50799,28.05005,353.10000,0.00000,-3.08880,-11.02345,22.04139,0,0,1,0,0,0,
	2.75067,-9.06409,-14.94861,17.50799,27.60004,353.45000,0.00000,-3.08880,-11.02345,22.04139,0,0,1,0,0,0,
	2.75609,-9.11722,-15.15726,17.95816,27.15004,353.75000,0.00000,-2.65655,-10.43244,22.50843,0,0,1,0,0,0,
	2.76373,-9.11722,-15.15726,17.95816,26.45004,354.30000,0.00000,-2.65655,-10.43244,22.50843,0,0,1,0,0,0,
	2.76782,-9.11722,-15.15726,17.95816,26.10004,354.55000,0.00000,-2.65655,-10.43244,22.50843,0,0,1,0,0,0,
	2.77425,-9.16205,-15.35441,18.41675,25.50004,354.95000,0.00000,-2.24137,-9.85737,22.92936,0,0,1,0,0,0,
	2.77957,-9.16205,-15.35441,18.41675,25.00004,355.30000,0.00000,-2.24137,-9.85737,22.92936,0,0,1,0,0,0,
	2.78290,-9.16205,-15.35441,18.41675,24.80004,355.45000,0.00000,-2.24137,-9.85737,22.92936,0,0,1,0,0,0,
	2.78716,-9.16205,-15.35441,18.41675,24.40004,355.70000,0.00000,-2.24137,-9.85737,22.92936,0,0,1,0,0,0,
	2.79407,-9.19859,-15.53990,18.88305,23.90004,356.05000,0.00000,-1.82707,-9.27433,23.31497,0,0,1,0,0,0,
	2.79797,-9.19859,-15.53990,18.88305,23.60004,356.20000,0.00000,-1.82707,-9.27433,23.31497,0,0,1,0,0,0,
	2.80304,-9.19859,-15.53990,18.88305,23.20004,356.40000,0.00000,-1.82707,-9.27433,23.31497,0,0,1,0,0,0,
	2.81095,-9.19859,-15.53990,18.88305,22.70004,356.65000,0.00000,-1.82707,-9.27433,23.31497,0,0,1,0,0,0,
	2.81611,-9.22722,-15.71412,19.35625,22.35004,356.75000,0.00000,-1.43149,-8.71144,23.66032,0,0,1,0,0,0,
	2.82665,-9.22722,-15.71412,19.35625,21.65004,357.00000,0.00000,-1.43149,-8.71144,23.66032,0,0,1,0,0,0,
	2.83031,-9.22722,-15.71412,19.35625,21.50004,357.05000,0.00000,-1.43149,-8.71144,23.66032,0,0,1,0,0,0,
	2.83712,-9.24939,-15.87922,19.83528,21.05004,357.15000,0.00000,-1.10870,-8.25464,23.95142,0,0,1,0,0,0,
	2.84485,-9.24939,-15.87922,19.83528,20.55004,357.25000,0.00000,-1.10870,-8.25464,23.95142,0,0,1,0,0,0,
	2.85019,-9.24939,-15.87922,19.83528,20.30004,357.30000,0.00000,-1.10870,-8.25464,23.95142,0,0,1,0,0,0,
	2.86115,-9.26646,-16.03716,20.31924,19.70004,357.45000,0.00000,-0.85318,-7.89733,24.19788,0,0,1,0,0,0,
	2.86514,-9.26646,-16.03716,20.31924,19.50004,357.50000,0.00000,-0.85318,-7.89733,24.19788,0,0,1,0,0,0,
	2.87112,-9.26646,-16.03716,20.31924,19.25004,357.55000,0.00000,-0.85318,-7.89733,24.19788,0,0,1,0,0,0,
	2.87657,-9.27935,-16.18934,20.80750,18.95004,357.65000,0.00000,-0.64431,-7.60892,24.41297,0,0,1,0,0,0,
	2.88079,-9.27935,-16.18934,20.80750,18.80004,357.70000,0.00000,-0.64431,-7.60892,24.41297,0,0,1,0,0,0,
	2.88824,-9.27935,-16.18934,20.80750,18.50004,357.75000,0.00000,-0.64431,-7.60892,24.41297,0,0,1,0,0,0,
	2.89189,-9.27935,-16.18934,20.80750,18.40004,357.80000,0.00000,-0.64431,-7.60892,24.41297,0,0,1,0,0,0,
	2.89532,-9.28870,-16.33670,21.29962,18.25004,357.85000,0.00000,-0.46772,-7.36804,24.60574,0,0,1,0,0,0,
	2.90012,-9.28870,-16.33670,21.29962,18.10004,357.90000,0.00000,-0.46772,-7.36804,24.60574,0,0,1,0,0,0,
	2.90573,-9.28870,-16.33670,21.29962,17.95004,357.95000,0.00000,-0.46772,-7.36804,24.60574,0,0,1,0,0,0,
	2.91038,-9.28870,-16.33670,21.29962,17.85004,358.00000,0.00000,-0.46772,-7.36804,24.60574,0,0,1,0,0,0,
	2.91498,-9.29509,-16.48008,21.79522,17.70004,358.00000,0.00000,-0.31944,-7.16908,24.77999,0,0,1,0,0,0,
	2.92220,-9.29509,-16.48008,21.79522,17.55005,358.05000,0.00000,-0.31944,-7.16908,24.77999,0,0,1,0,0,0,
	2.92639,-9.29509,-16.48008,21.79522,17.45004,358.05000,0.00000,-0.31944,-7.16908,24.77999,0,0,1,0,0,0,
	2.93278,-9.29927,-16.62063,22.29389,17.30004,358.10000,0.00000,-0.20903,-7.02726,24.93355,0,0,1,0,0,0,
	2.93811,-9.29927,-16.62063,22.29389,17.20004,358.10000,0.00000,-0.20903,-7.02726,24.93355,0,0,1,0,0,0,
	2.94249,-9.29927,-16.62063,22.29389,17.10004,358.15000,0.00000,-0.20903,-7.02726,24.93355,0,0,1,0,0,0,
	2.94723,-9.29927,-16.62063,22.29389,17.00004,358.15000,0.00000,-0.20903,-7.02726,24.93355,0,0,1,0,0,0,
	2.95191,-9.29927,-16.62063,22.29389,16.90004,358.20000,0.00000,-0.20903,-7.02726,24.93355,0,0,1,0,0,0,
	2.95737,-9.30153,-16.75877,22.79543,16.80004,358.20000,0.00000,-0.11314,-6.90699,25.07746,0,0,1,0,0,0,
	2.96502,-9.30153,-16.75877,22.79543,16.65004,358.25000,0.00000,-0.11314,-6.90699,25.07746,0,0,1,0,0,0,
	2.97281,-9.30233,-16.89518,23.29962,16.50004,358.30000,0.00000,-0.03968,-6.82052,25.20919,0,0,1,0,0,0,
	2.97681,-9.30233,-16.89518,23.29962,16.45004,358.35000,0.00000,-0.03968,-6.82052,25.20919,0,0,1,0,0,0,
	2.98170,-9.30233,-16.89518,23.29962,16.40004,358.40000,0.00000,-0.03968,-6.82052,25.20919,0,0,1,0,0,0,
	2.98621,-9.30233,-16.89518,23.29962,16.35004,358.40000,0.00000,-0.03968,-6.82052,25.20919,0,0,1,0,0,0,
	2.99015,-9.30233,-16.89518,23.29962,16.30005,358.45000,0.00000,-0.03968,-6.82052,25.20919,0,0,1,0,0,0,
	2.99343,-9.30160,-17.02976,23.80642,16.30005,358.45000,0.00000,0.03653,-6.72931,25.33987,0,0,1,0,0,0,
	2.99870,-9.30160,-17.02976,23.80642,16.25004,358.50000,0.00000,0.03653,-6.72931,25.33987,0,0,1,0,0,0,
	3.00366,-9.30160,-17.02976,23.80642,16.20004,358.50000,0.00000,0.03653,-6.72931,25.33987,0,0,1,0,0,0,
	3.00653,-9.30160,-17.02976,23.80642,16.20004,358.50000,0.00000,0.03653,-6.72931,25.33987,0,0,1,0,0,0,
	3.01149,-9.30160,-17.02976,23.80642,16.15004,358.55000,0.00000,0.03653,-6.72931,25.33987,0,0,1,0,0,0,
	3.01502,-9.29955,-17.16283,24.31570,16.15004,358.55000,0.00000,0.10249,-6.65332,25.46425,0,0,1,0,0,0,
	3.01925,-9.29955,-17.16283,24.31570,16.15004,358.55000,0.00000,0.10249,-6.65332,25.46425,0,0,1,0,0,0,
	3.02201,-9.29955,-17.16283,24.31570,16.15004,358.55000,0.00000,0.10249,-6.65332,25.46425,0,0,1,0,0,0,
	3.02562,-9.29955,-17.16283,24.31570,16.15004,358.55000,0.00000,0.10249,-6.65332,25.46425,0,0,1,0,0,0,
	3.03065,-9.29955,-17.16283,24.31570,16.10005,358.55000,0.00000,0.10249,-6.65332,25.46425,0,0,1,0,0,0,
	3.03401,-9.29657,-17.29498,24.82728,16.10005,358.55000,0.00000,0.14887,-6.60720,25.57888,0,0,1,0,0,0,
	3.03759,-9.29657,-17.29498,24.82728,16.10005,358.55000,0.00000,0.14887,-6.60720,25.57888,0,0,1,0,0,0,
	3.04026,-9.29657,-17.29498,24.82728,16.10005,358.55000,0.00000,0.14887,-6.60720,25.57888,0,0,1,0,0,0,
	3.04293,-9.29657,-17.29498,24.82728,16.10005,358.55000,0.00000,0.14887,-6.60720,25.57888,0,0,1,0,0,0,
	3.04584,-9.29657,-17.29498,24.82728,16.10005,358.55000,0.00000,0.14887,-6.60720,25.57888,0,0,1,0,0,0,
	3.04849,-9.29657,-17.29498,24.82728,16.10005,358.55000,0.00000,0.14887,-6.60720,25.57888,0,0,1,0,0,0,
	3.05206,-9.29657,-17.29498,24.82728,16.10005,358.55000,0.00000,0.14887,-6.60720,25.57888,0,0,1,0,0,0,
	3.05678,-9.29294,-17.42662,25.34101,16.10005,358.55000,0.00000,0.18127,-6.58237,25.68656,0,0,1,0,0,0,
	3.06025,-9.29294,-17.42662,25.34101,16.10005,358.55000,0.00000,0.18127,-6.58237,25.68656,0,0,1,0,0,0,
	3.06298,-9.29294,-17.42662,25.34101,16.10005,358.55000,0.00000,0.18127,-6.58237,25.68656,0,0,1,0,0,0,
	3.06565,-9.29294,-17.42662,25.34101,16.10005,358.55000,0.00000,0.18127,-6.58237,25.68656,0,0,1,0,0,0,
	3.06934,-9.29294,-17.42662,25.34101,16.10005,358.55000,0.00000,0.18127,-6.58237,25.68656,0,0,1,0,0,0,
	3.07221,-9.29294,-17.42662,25.34101,16.10005,358.55000,0.00000,0.18127,-6.58237,25.68656,0,0,1,0,0,0,
	3.07492,-9.28887,-17.55808,25.85680,16.10005,358.55000,0.00000,0.20372,-6.57272,25.78928,0,0,1,0,0,0,
	3.07794,-9.28887,-17.55808,25.85680,16.10005,358.55000,0.00000,0.20372,-6.57272,25.78928,0,0,1,0,0,0,
	3.08080,-9.28887,-17.55808,25.85680,16.10005,358.55000,0.00000,0.20372,-6.57272,25.78928,0,0,1,0,0,0,
	3.08365,-9.28887,-17.55808,25.85680,16.10005,358.55000,0.00000,0.20372,-6.57272,25.78928,0,0,1,0,0,0,
	3.08847,-9.28887,-17.55808,25.85680,16.10005,358.55000,0.00000,0.20372,-6.57272,25.78928,0,0,1,0,0,0,
	3.09128,-9.28887,-17.55808,25.85680,16.10005,358.55000,0.00000,0.20372,-6.57272,25.78928,0,0,1,0,0,0,
	3.09407,-9.28449,-17.68955,26.37457,16.10005,358.55000,0.00000,0.21906,-6.57388,25.88848,0,0,1,0,0,0,
	3.09725,-9.28449,-17.68955,26.37457,16.10005,358.55000,0.00000,0.21906,-6.57388,25.88848,0,0,1,0,0,0,
	3.09998,-9.28449,-17.68955,26.37457,16.10005,358.55000,0.00000,0.21906,-6.57388,25.88848,0,0,1,0,0,0,
	3.10422,-9.28449,-17.68955,26.37457,16.10005,358.55000,0.00000,0.21906,-6.57388,25.88848,0,0,1,0,0,0,
	3.10696,-9.28449,-17.68955,26.37457,16.10005,358.55000,0.00000,0.21906,-6.57388,25.88848,0,0,1,0,0,0,
	3.11043,-9.28449,-17.68955,26.37457,16.10005,358.55000,0.00000,0.21906,-6.57388,25.88848,0,0,1,0,0,0,
	3.11315,-9.27990,-17.82121,26.89427,16.10005,358.55000,0.00000,0.22933,-6.58275,25.98515,0,0,1,0,0,0,
	3.11613,-9.27990,-17.82121,26.89427,16.10005,358.55000,0.00000,0.22933,-6.58275,25.98515,0,0,1,0,0,0,
	3.12130,-9.27990,-17.82121,26.89427,16.10005,358.60000,0.00000,0.22933,-6.58275,25.98515,0,0,1,0,0,0,
	3.12441,-9.27990,-17.82121,26.89427,16.10005,358.60000,0.00000,0.22933,-6.58275,25.98515,0,0,1,0,0,0,
	3.12835,-9.27990,-17.82121,26.89427,16.05005,358.60000,0.00000,0.22933,-6.58275,25.98515,0,0,1,0,0,0,
	3.13112,-9.27990,-17.82121,26.89427,16.05005,358.60000,0.00000,0.22933,-6.58275,25.98515,0,0,1,0,0,0,
	3.13450,-9.27505,-17.95296,27.41592,16.05005,358.60000,0.00000,0.24239,-6.58730,26.08277,0,0,1,0,0,0,
	3.13811,-9.27505,-17.95296,27.41592,16.05005,358.60000,0.00000,0.24239,-6.58730,26.08277,0,0,1,0,0,0,
	3.14112,-9.27505,-17.95296,27.41592,16.05005,358.60000,0.00000,0.24239,-6.58730,26.08277,0,0,1,0,0,0,
	3.14384,-9.27505,-17.95296,27.41592,16.05005,358.60000,0.00000,0.24239,-6.58730,26.08277,0,0,1,0,0,0,
	3.14646,-9.27505,-17.95296,27.41592,16.05005,358.60000,0.00000,0.24239,-6.58730,26.08277,0,0,1,0,0,0,
	3.15172,-9.27505,-17.95296,27.41592,16.00005,358.60000,0.00000,0.24239,-6.58730,26.08277,0,0,1,0,0,0,
	3.15511,-9.27003,-18.08492,27.93949,16.00005,358.60000,0.00000,0.25105,-6.59851,26.17822,0,0,1,0,0,0,
	3.15823,-9.27003,-18.08492,27.93949,16.00005,358.60000,0.00000,0.25105,-6.59851,26.17822,0,0,1,0,0,0,
	3.16071,-9.27003,-18.08492,27.93949,16.00005,358.60000,0.00000,0.25105,-6.59851,26.17822,0,0,1,0,0,0,
	3.16377,-9.27003,-18.08492,27.93949,16.00005,358.60000,0.00000,0.25105,-6.59851,26.17822,0,0,1,0,0,0,
	3.16640,-9.27003,-18.08492,27.93949,16.00005,358.60000,0.00000,0.25105,-6.59851,26.17822,0,0,1,0,0,0,
	3.17008,-9.27003,-18.08492,27.93949,16.00005,358.60000,0.00000,0.25105,-6.59851,26.17822,0,0,1,0,0,0,
	3.17284,-9.26490,-18.21721,28.46493,16.00005,358.60000,0.00000,0.25661,-6.61448,26.27213,0,0,1,0,0,0,
	3.17594,-9.26490,-18.21721,28.46493,16.00005,358.60000,0.00000,0.25661,-6.61448,26.27213,0,0,1,0,0,0,
	3.17880,-9.26490,-18.21721,28.46493,16.00005,358.60000,0.00000,0.25661,-6.61448,26.27213,0,0,1,0,0,0,
	3.18387,-9.26490,-18.21721,28.46493,16.00005,358.60000,0.00000,0.25661,-6.61448,26.27213,0,0,1,0,0,0,
	3.18851,-9.26490,-18.21721,28.46493,16.00005,358.60000,0.00000,0.25661,-6.61448,26.27213,0,0,1,0,0,0,
	3.19238,-9.26490,-18.21721,28.46493,16.00005,358.60000,0.00000,0.25661,-6.61448,26.27213,0,0,1,0,0,0,
	3.19819,-9.25970,-18.34989,28.99223,16.00005,358.60000,0.00000,0.25992,-6.63383,26.36495,0,0,1,0,0,0,
	3.20639,-9.25970,-18.34989,28.99223,16.00005,358.60000,0.00000,0.25992,-6.63383,26.36495,0,0,1,0,0,0,
	3.21019,-9.25970,-18.34989,28.99223,16.00005,358.60000,0.00000,0.25992,-6.63383,26.36495,0,0,1,0,0,0,
	3.21427,-9.25447,-18.48300,29.52137,16.00005,358.60000,0.00000,0.26166,-6.65560,26.45698,0,0,1,0,0,0,
	3.21973,-9.25447,-18.48300,29.52137,16.00005,358.60000,0.00000,0.26166,-6.65560,26.45698,0,0,1,0,0,0,
	3.22319,-9.25447,-18.48300,29.52137,16.00005,358.60000,0.00000,0.26166,-6.65560,26.45698,0,0,1,0,0,0,
	3.22957,-9.25447,-18.48300,29.52137,16.00005,358.60000,0.00000,0.26166,-6.65560,26.45698,0,0,1,0,0,0,
	3.23347,-9.24922,-18.61658,30.05234,16.00005,358.60000,0.00000,0.26228,-6.67909,26.54845,0,0,1,0,0,0,
	3.23834,-9.24922,-18.61658,30.05234,16.00005,358.60000,0.00000,0.26228,-6.67909,26.54845,0,0,1,0,0,0,
	3.24197,-9.24922,-18.61658,30.05234,16.00005,358.60000,0.00000,0.26228,-6.67909,26.54845,0,0,1,0,0,0,
	3.24554,-9.24922,-18.61658,30.05234,16.00005,358.60000,0.00000,0.26228,-6.67909,26.54845,0,0,1,0,0,0,
	3.24938,-9.24922,-18.61658,30.05234,16.00005,358.60000,0.00000,0.26228,-6.67909,26.54845,0,0,1,0,0,0,
	3.25381,-9.24398,-18.75066,30.58513,16.00005,358.60000,0.00000,0.26211,-6.70383,26.63951,0,0,1,0,0,0,
	3.25888,-9.24398,-18.75066,30.58513,16.00005,358.60000,0.00000,0.26211,-6.70383,26.63951,0,0,1,0,0,0,
	3.26389,-9.24398,-18.75066,30.58513,16.05005,358.60000,0.00000,0.26211,-6.70383,26.63951,0,0,1,0,0,0,
	3.26877,-9.24398,-18.75066,30.58513,16.05005,358.60000,0.00000,0.26211,-6.70383,26.63951,0,0,1,0,0,0,
	3.27379,-9.23876,-18.88525,31.11974,16.10005,358.60000,0.00000,0.26130,-6.72943,26.73030,0,0,1,0,0,0,
	3.27738,-9.23876,-18.88525,31.11974,16.10005,358.60000,0.00000,0.26130,-6.72943,26.73030,0,0,1,0,0,0,
	3.28206,-9.23876,-18.88525,31.11974,16.15005,358.60000,0.00000,0.26130,-6.72943,26.73030,0,0,1,0,0,0,
	3.28966,-9.23876,-18.88525,31.11974,16.20004,358.60000,0.00000,0.26130,-6.72943,26.73030,0,0,1,0,0,0,
	3.29453,-9.23355,-19.02036,31.65616,16.25004,358.60000,0.00000,0.26012,-6.75566,26.82088,0,0,1,0,0,0,
	3.29866,-9.23355,-19.02036,31.65616,16.25004,358.60000,0.00000,0.26012,-6.75566,26.82088,0,0,1,0,0,0,
	3.30440,-9.23355,-19.02036,31.65616,16.30004,358.55000,0.00000,0.26012,-6.75566,26.82088,0,0,1,0,0,0,
	3.30972,-9.23355,-19.02036,31.65616,16.30005,358.50000,0.00000,0.26012,-6.75566,26.82088,0,0,1,0,0,0,
	3.31500,-9.22864,-19.15642,32.19427,16.35004,358.45000,0.00000,0.24547,-6.80262,26.90550,0,0,1,0,0,0,
	3.32347,-9.22864,-19.15642,32.19427,16.35004,358.25000,0.00000,0.24547,-6.80262,26.90550,0,0,1,0,0,0,
	3.32722,-9.22864,-19.15642,32.19427,16.35004,358.25000,0.00000,0.24547,-6.80262,26.90550,0,0,1,0,0,0,
	3.33108,-9.22864,-19.15642,32.19427,16.35004,358.25000,0.00000,0.24547,-6.80262,26.90550,0,0,1,0,0,0,
	3.33479,-9.22462,-19.29432,32.73380,16.35004,358.25000,0.00000,0.20120,-6.89502,26.97666,0,0,1,0,0,0,
	3.33906,-9.22462,-19.29432,32.73380,16.35004,358.25000,0.00000,0.20120,-6.89502,26.97666,0,0,1,0,0,0,
	3.34263,-9.22462,-19.29432,32.73380,16.35004,358.25000,0.00000,0.20120,-6.89502,26.97666,0,0,1,0,0,0,
	3.34613,-9.22462,-19.29432,32.73380,16.35004,358.25000,0.00000,0.20120,-6.89502,26.97666,0,0,1,0,0,0,
	3.35206,-9.22462,-19.29432,32.73380,16.35004,358.25000,0.00000,0.20120,-6.89502,26.97666,0,0,1,0,0,0,
	3.35591,-9.22124,-19.43370,33.27488,16.35004,358.25000,0.00000,0.16891,-6.96926,27.05396,0,0,1,0,0,0,
	3.36049,-9.22124,-19.43370,33.27488,16.35004,358.25000,0.00000,0.16891,-6.96926,27.05396,0,0,1,0,0,0,
	3.36371,-9.22124,-19.43370,33.27488,16.35004,358.25000,0.00000,0.16891,-6.96926,27.05396,0,0,1,0,0,0,
	3.36856,-9.22124,-19.43370,33.27488,16.35004,358.25000,0.00000,0.16891,-6.96926,27.05396,0,0,1,0,0,0,
	3.37323,-9.21834,-19.57431,33.81759,16.35004,358.25000,0.00000,0.14512,-7.03059,27.13564,0,0,1,0,0,0,
	3.37754,-9.21834,-19.57431,33.81759,16.35004,358.25000,0.00000,0.14512,-7.03059,27.13564,0,0,1,0,0,0,
	3.38247,-9.21834,-19.57431,33.81759,16.35004,358.25000,0.00000,0.14512,-7.03059,27.13564,0,0,1,0,0,0,
	3.38685,-9.21834,-19.57431,33.81759,16.35004,358.25000,0.00000,0.14512,-7.03059,27.13564,0,0,1,0,0,0,
	3.39086,-9.21834,-19.57431,33.81759,16.35004,358.25000,0.00000,0.14512,-7.03059,27.13564,0,0,1,0,0,0,
	3.39482,-9.21579,-19.71597,34.36200,16.35004,358.25000,0.00000,0.12737,-7.08272,27.22043,0,0,1,0,0,0,
	3.39877,-9.21579,-19.71597,34.36200,16.35004,358.25000,0.00000,0.12737,-7.08272,27.22043,0,0,1,0,0,0,
	3.40360,-9.21579,-19.71597,34.36200,16.35004,358.25000,0.00000,0.12737,-7.08272,27.22043,0,0,1,0,0,0,
	3.40750,-9.21579,-19.71597,34.36200,16.35004,358.25000,0.00000,0.12737,-7.08272,27.22043,0,0,1,0,0,0,
	3.41392,-9.21351,-19.85853,34.90815,16.35004,358.25000,0.00000,0.11390,-7.12829,27.30744,0,0,1,0,0,0,
	3.41931,-9.21351,-19.85853,34.90815,16.35004,358.25000,0.00000,0.11390,-7.12829,27.30744,0,0,1,0,0,0,
	3.42322,-9.21351,-19.85853,34.90815,16.35004,358.25000,0.00000,0.11390,-7.12829,27.30744,0,0,1,0,0,0,
	3.42685,-9.21351,-19.85853,34.90815,16.35004,358.25000,0.00000,0.11390,-7.12829,27.30744,0,0,1,0,0,0,
	3.43075,-9.21351,-19.85853,34.90815,16.35004,358.25000,0.00000,0.11390,-7.12829,27.30744,0,0,1,0,0,0,
	3.43479,-9.21144,-20.00192,35.45607,16.35004,358.25000,0.00000,0.10354,-7.16921,27.39603,0,0,1,0,0,0,
	3.43888,-9.21144,-20.00192,35.45607,16.35004,358.25000,0.00000,0.10354,-7.16921,27.39603,0,0,1,0,0,0,
	3.44263,-9.21144,-20.00192,35.45607,16.35004,358.25000,0.00000,0.10354,-7.16921,27.39603,0,0,1,0,0,0,
	3.44627,-9.21144,-20.00192,35.45607,16.35004,358.25000,0.00000,0.10354,-7.16921,27.39603,0,0,1,0,0,0,
	3.44973,-9.21144,-20.00192,35.45607,16.35004,358.25000,0.00000,0.10354,-7.16921,27.39603,0,0,1,0,0,0,
	3.45470,-9.20954,-20.14605,36.00578,16.35004,358.25000,0.00000,0.09533,-7.20683,27.48574,0,0,1,0,0,0,
	3.45968,-9.20954,-20.14605,36.00578,16.35004,358.25000,0.00000,0.09533,-7.20683,27.48574,0,0,1,0,0,0,
	3.46289,-9.20954,-20.14605,36.00578,16.35004,358.25000,0.00000,0.09533,-7.20683,27.48574,0,0,1,0,0,0,
	3.46614,-9.20954,-20.14605,36.00578,16.35004,358.25000,0.00000,0.09533,-7.20683,27.48574,0,0,1,0,0,0,
	3.47082,-9.20954,-20.14605,36.00578,16.35004,358.25000,0.00000,0.09533,-7.20683,27.48574,0,0,1,0,0,0,
	3.47417,-9.20776,-20.29090,36.55731,16.35004,358.25000,0.00000,0.08869,-7.24209,27.57624,0,0,1,0,0,0,
	3.47727,-9.20776,-20.29090,36.55731,16.35004,358.25000,0.00000,0.08869,-7.24209,27.57624,0,0,1,0,0,0,
	3.47976,-9.20776,-20.29090,36.55731,16.35004,358.25000,0.00000,0.08869,-7.24209,27.57624,0,0,1,0,0,0,
	3.48245,-9.20776,-20.29090,36.55731,16.35004,358.25000,0.00000,0.08869,-7.24209,27.57624,0,0,1,0,0,0,
	3.48603,-9.20776,-20.29090,36.55731,16.35004,358.25000,0.00000,0.08869,-7.24209,27.57624,0,0,1,0,0,0,
	3.48985,-9.20776,-20.29090,36.55731,16.35004,358.25000,0.00000,0.08869,-7.24209,27.57624,0,0,1,0,0,0,
	3.49233,-9.20776,-20.29090,36.55731,16.35004,358.25000,0.00000,0.08869,-7.24209,27.57624,0,0,1,0,0,0,
	3.49489,-9.20610,-20.43641,37.11065,16.35004,358.25000,0.00000,0.08315,-7.27567,27.66732,0,0,1,0,0,0,
	3.49767,-9.20610,-20.43641,37.11065,16.35004,358.25000,0.00000,0.08315,-7.27567,27.66732,0,0,1,0,0,0,
	3.50023,-9.20610,-20.43641,37.11065,16.35004,358.25000,0.00000,0.08315,-7.27567,27.66732,0,0,1,0,0,0,
	3.50348,-9.20610,-20.43641,37.11065,16.35004,358.25000,0.00000,0.08315,-7.27567,27.66732,0,0,1,0,0,0,
	3.50614,-9.20610,-20.43641,37.11065,16.35004,358.25000,0.00000,0.08315,-7.27567,27.66732,0,0,1,0,0,0,
	3.50854,-9.20610,-20.43641,37.11065,16.35004,358.25000,0.00000,0.08315,-7.27567,27.66732,0,0,1,0,0,0,
	3.51098,-9.20610,-20.43641,37.11065,16.35004,358.25000,0.00000,0.08315,-7.27567,27.66732,0,0,1,0,0,0,
	3.51340,-9.20453,-20.58257,37.66583,16.35004,358.25000,0.00000,0.07839,-7.30807,27.75879,0,0,1,0,0,0,
	3.51631,-9.20453,-20.58257,37.66583,16.35004,358.25000,0.00000,0.07839,-7.30807,27.75879,0,0,1,0,0,0,
	3.51940,-9.20453,-20.58257,37.66583,16.35004,358.25000,0.00000,0.07839,-7.30807,27.75879,0,0,1,0,0,0,
	3.52305,-9.20453,-20.58257,37.66583,16.35004,358.25000,0.00000,0.07839,-7.30807,27.75879,0,0,1,0,0,0,
	3.52554,-9.20453,-20.58257,37.66583,16.35004,358.25000,0.00000,0.07839,-7.30807,27.75879,0,0,1,0,0,0,
	3.52865,-9.20453,-20.58257,37.66583,16.35004,358.25000,0.00000,0.07839,-7.30807,27.75879,0,0,1,0,0,0,
	3.53115,-9.20453,-20.58257,37.66583,16.35004,358.25000,0.00000,0.07839,-7.30807,27.75879,0,0,1,0,0,0,
	3.53400,-9.20305,-20.72936,38.22284,16.35004,358.25000,0.00000,0.07420,-7.33962,27.85056,0,0,1,0,0,0,
	3.53747,-9.20305,-20.72936,38.22284,16.35004,358.25000,0.00000,0.07420,-7.33962,27.85056,0,0,1,0,0,0,
	3.54002,-9.20305,-20.72936,38.22284,16.35004,358.25000,0.00000,0.07420,-7.33962,27.85056,0,0,1,0,0,0,
